,DAY,AQI,KolZur 15 5,KolZur 365 3
133,05/14/70,330,309.05013069958846,433.4678082191781
134,05/15/70,652,307.20281679012345,433.4678082191781
135,05/16/70,516,305.4536915226337,433.4678082191781
136,05/17/70,266,303.8344427983539,433.4678082191781
137,05/18/70,431,302.36754962962965,433.4678082191781
138,05/19/70,70,301.0623144032922,433.4678082191781
139,05/20/70,224,299.9161376131687,433.4678082191781
140,05/21/70,399,298.9121198353909,433.4678082191781
141,05/22/70,627,298.0259397530864,433.4678082191781
142,05/23/70,316,297.231258600823,433.4678082191781
143,05/24/70,782,296.5093715226337,433.4678082191781
144,05/25/70,441,295.84633415637853,433.4678082191781
145,05/26/70,645,295.23330370370365,433.4678082191781
146,05/27/70,307,294.65935012345676,433.4678082191781
147,05/28/70,589,294.10495209876547,433.4678082191781
148,05/29/70,243,293.54187588477373,433.4678082191781
149,05/30/70,68,292.9395160493828,433.4678082191781
150,05/31/70,165,292.27503670781897,433.4678082191781
151,06/01/70,736,291.53833218106996,433.4678082191781
152,06/02/70,627,290.73488460905355,433.4678082191781
153,06/03/70,581,289.8821109465021,433.4678082191781
154,06/04/70,610,289.0129738271605,433.4678082191781
155,06/05/70,33,288.1662788477367,433.4678082191781
156,06/06/70,497,287.38261201646094,433.4678082191781
157,06/07/70,137,286.6932358847736,433.4678082191781
158,06/08/70,357,286.12387950617284,433.4678082191781
159,06/09/70,46,285.69414847736624,433.4678082191781
160,06/10/70,782,285.42163226337453,433.4678082191781
161,06/11/70,487,285.32770897119343,433.4678082191781
162,06/12/70,459,285.4390044444444,433.4678082191781
163,06/13/70,299,285.77730238683125,433.4678082191781
164,06/14/70,499,286.35182880658436,433.4678082191781
165,06/15/70,120,287.157686255144,433.4678082191781
166,06/16/70,298,288.1759394238683,433.4678082191781
167,06/17/70,446,289.37320164609054,433.4678082191781
168,06/18/70,596,290.69945679012346,433.4678082191781
169,06/19/70,68,292.0975512757202,433.4678082191781
170,06/20/70,218,293.50609514403294,433.4678082191781
171,06/21/70,622,294.8702037860083,433.4678082191781
172,06/22/70,660,296.1418930041152,433.4678082191781
173,06/23/70,559,297.2771924279835,433.4678082191781
174,06/24/70,694,298.236123127572,433.4678082191781
175,06/25/70,330,298.97662024691357,433.4678082191781
176,06/26/70,488,299.4565873251029,433.4678082191781
177,06/27/70,202,299.64314074074076,433.4678082191781
178,06/28/70,581,299.51653399176956,433.4678082191781
179,06/29/70,792,299.06884872427986,433.4678082191781
180,06/30/70,565,298.3020773662551,433.4678082191781
181,07/01/70,115,297.2342162962962,433.4678082191781
182,07/02/70,277,295.89818469135804,433.4678082191781
183,07/03/70,723,294.3351822222222,433.4678082191781
184,07/04/70,86,292.59421497942384,433.4678082191781
185,07/05/70,279,290.7238571193415,433.4678082191781
186,07/06/70,638,288.7670623868313,433.4678082191781
187,07/07/70,62,286.76826337448557,433.4678082191781
188,07/08/70,37,284.7697790946502,433.4678082191781
189,07/09/70,659,282.8203614814814,433.4678082191781
190,07/10/70,302,280.96930238683126,433.4678082191781
191,07/11/70,717,279.2605050205761,433.4678082191781
192,07/12/70,33,277.7330475720164,433.4678082191781
193,07/13/70,749,276.42092773662546,433.4678082191781
194,07/14/70,616,275.35522238683126,433.4678082191781
195,07/15/70,217,274.5567868312757,433.4678082191781
196,07/16/70,221,274.0378785185185,433.4678082191781
197,07/17/70,416,273.80669102880654,433.4678082191781
198,07/18/70,493,273.86531028806587,433.4678082191781
199,07/19/70,333,274.2134558024691,433.4678082191781
200,07/20/70,385,274.8535927572017,433.4678082191781
201,07/21/70,292,275.7810172839506,433.4678082191781
202,07/22/70,235,276.99008658436213,433.4678082191781
203,07/23/70,58,278.46467292181063,433.4678082191781
204,07/24/70,640,280.1837800823045,433.4678082191781
205,07/25/70,116,282.1272322633744,433.4678082191781
206,07/26/70,346,284.27137580246915,433.4678082191781
207,07/27/70,796,286.5919473251029,433.4678082191781
208,07/28/70,325,289.0596530041152,433.4678082191781
209,07/29/70,720,291.6464171193416,433.4678082191781
210,07/30/70,188,294.32638288065846,433.4678082191781
211,07/31/70,619,297.070372345679,433.4678082191781
212,08/01/70,795,299.84869925925926,433.4678082191781
213,08/02/70,148,302.6300431275721,433.4678082191781
214,08/03/70,441,305.3796345679013,433.4678082191781
215,08/04/70,589,308.06945975308645,433.4678082191781
216,08/05/70,202,310.67011292181076,433.4678082191781
217,08/06/70,545,313.15727670781894,433.4678082191781
218,08/07/70,280,315.50767144032926,433.4678082191781
219,08/08/70,493,317.6920928395062,433.4678082191781
220,08/09/70,405,319.6801172016461,433.4678082191781
221,08/10/70,44,321.4370502057613,433.4678082191781
222,08/11/70,680,322.9325524279836,433.4678082191781
223,08/12/70,737,324.1345000823045,433.4678082191781
224,08/13/70,770,325.00725465020577,433.4678082191781
225,08/14/70,314,325.5194653497942,433.4678082191781
226,08/15/70,545,325.64202666666665,433.4678082191781
227,08/16/70,670,325.3521738271605,433.4678082191781
228,08/17/70,240,324.6323581893004,433.4678082191781
229,08/18/70,737,323.46273975308645,433.4678082191781
230,08/19/70,224,321.83071209876545,433.4678082191781
231,08/20/70,43,319.72916938271607,433.4678082191781
232,08/21/70,770,317.1602607407407,433.4678082191781
233,08/22/70,515,314.1400599176955,433.4678082191781
234,08/23/70,754,310.6977685596708,433.4678082191781
235,08/24/70,230,306.87951670781894,433.4678082191781
236,08/25/70,519,302.73972411522635,433.4678082191781
237,08/26/70,704,298.3460727572017,433.4678082191781
238,08/27/70,34,293.78011390946506,433.4678082191781
239,08/28/70,738,289.12971456790126,433.4678082191781
240,08/29/70,253,284.4892734156379,433.4678082191781
241,08/30/70,220,279.9504421399177,433.4678082191781
242,08/31/70,246,275.6039111111112,433.4678082191781
243,09/01/70,109,271.5423499588477,433.4678082191781
244,09/02/70,581,267.85054156378595,433.4678082191781
245,09/03/70,129,264.6048842798354,433.4678082191781
246,09/04/70,241,261.8711097942387,433.4678082191781
247,09/05/70,343,259.7022261728395,433.4678082191781
248,09/06/70,520,258.1347410699589,433.4678082191781
249,09/07/70,430,257.1834403292181,433.4678082191781
250,09/08/70,103,256.84467753086426,433.4678082191781
251,09/09/70,63,257.09486353909466,433.4678082191781
252,09/10/70,72,257.8899173662552,433.4678082191781
253,09/11/70,721,259.1693761316873,433.4678082191781
254,09/12/70,72,260.85773432098773,433.4678082191781
255,09/13/70,419,262.8747404115227,433.4678082191781
256,09/14/70,402,265.135122962963,433.4678082191781
257,09/15/70,777,267.5489356378601,433.4678082191781
258,09/16/70,693,270.03011950617287,433.4678082191781
259,09/17/70,333,272.4960039506173,433.4678082191781
260,09/18/70,640,274.86777679012346,433.4678082191781
261,09/19/70,316,277.0747720164609,433.4678082191781
262,09/20/70,264,279.0581899588477,433.4678082191781
263,09/21/70,605,280.7753468312757,433.4678082191781
264,09/22/70,511,282.2000513580246,433.4678082191781
265,09/23/70,148,283.32148543209877,433.4678082191781
266,09/24/70,441,284.1429254320988,433.4678082191781
267,09/25/70,462,284.68221893004113,433.4678082191781
268,09/26/70,259,284.9711841975308,433.4678082191781
269,09/27/70,452,285.0497527572017,433.4678082191781
270,09/28/70,294,284.96590880658437,433.4678082191781
271,09/29/70,466,284.7748451028807,433.4678082191781
272,09/30/70,476,284.53362831275723,433.4678082191781
273,10/01/70,371,284.30177185185187,433.4678082191781
274,10/02/70,238,284.1383295473251,433.4678082191781
275,10/03/70,573,284.09372181069955,433.4678082191781
276,10/04/70,248,284.2093300411523,433.4678082191781
277,10/05/70,39,284.51409777777786,433.4678082191781
278,10/06/70,772,285.02549069958854,433.4678082191781
279,10/07/70,220,285.751169053498,433.4678082191781
280,10/08/70,661,286.69434074074076,433.4678082191781
281,10/09/70,382,287.8493063374486,433.4678082191781
282,10/10/70,758,289.19964444444446,433.4678082191781
283,10/11/70,189,290.71734386831275,433.4678082191781
284,10/12/70,168,292.36154074074074,433.4678082191781
285,10/13/70,373,294.0787002469135,433.4678082191781
286,10/14/70,134,295.8039361316872,433.4678082191781
287,10/15/70,407,297.46385382716045,433.4678082191781
288,10/16/70,132,298.9850087242798,433.4678082191781
289,10/17/70,674,300.30142946502053,433.4678082191781
290,10/18/70,792,301.35346567901234,433.4678082191781
291,10/19/70,595,302.091344855967,433.4678082191781
292,10/20/70,690,302.4713494650205,433.4678082191781
293,10/21/70,694,302.45302255144026,433.4678082191781
294,10/22/70,501,301.9938449382716,433.4678082191781
295,10/23/70,274,301.05617514403286,433.4678082191781
296,10/24/70,229,299.6095789300411,433.4678082191781
297,10/25/70,547,297.63706469135803,433.4678082191781
298,10/26/70,474,295.1366149794238,433.4678082191781
299,10/27/70,719,292.12188839506166,433.4678082191781
300,10/28/70,113,288.6242238683127,433.4678082191781
301,10/29/70,412,284.6877669135802,433.4678082191781
302,10/30/70,194,280.3584052674897,433.4678082191781
303,10/31/70,35,275.6815486419753,433.4678082191781
304,11/01/70,67,270.70423835390943,433.4678082191781
305,11/02/70,508,265.4747641152263,433.4678082191781
306,11/03/70,536,260.04949201646093,433.4678082191781
307,11/04/70,558,254.49732609053498,433.4678082191781
308,11/05/70,708,248.89903407407408,433.4678082191781
309,11/06/70,573,243.33985053497943,433.4678082191781
310,11/07/70,113,237.91076609053496,433.4678082191781
311,11/08/70,107,232.7018390123457,433.4678082191781
312,11/09/70,488,227.80078485596707,433.4678082191781
313,11/10/70,90,223.2916556378601,433.4678082191781
314,11/11/70,142,219.24962502057613,433.4678082191781
315,11/12/70,302,215.7418890534979,433.4678082191781
316,11/13/70,73,212.83636016460903,433.4678082191781
317,11/14/70,87,210.60001316872427,433.4678082191781
318,11/15/70,518,209.09356905349793,433.4678082191781
319,11/16/70,98,208.36717563786007,433.4678082191781
320,11/17/70,173,208.45066666666668,433.4678082191781
321,11/18/70,74,209.3504618930041,433.4678082191781
322,11/19/70,104,211.0568744032922,433.4678082191781
323,11/20/70,234,213.55030123456788,433.4678082191781
324,11/21/70,590,216.7943572016461,433.4678082191781
325,11/22/70,384,220.73696658436214,433.4678082191781
326,11/23/70,81,225.31224625514403,433.4678082191781
327,11/24/70,172,230.44071901234568,433.4678082191781
328,11/25/70,396,236.037147654321,433.4678082191781
329,11/26/70,471,242.0156049382716,433.4678082191781
330,11/27/70,717,248.28445102880656,433.4678082191781
331,11/28/70,575,254.74738436213994,433.4678082191781
332,11/29/70,462,261.31143901234566,433.4678082191781
333,11/30/70,84,267.8907983539095,433.4678082191781
334,12/01/70,658,274.41546008230455,433.4678082191781
335,12/02/70,487,280.82901728395063,433.4678082191781
336,12/03/70,771,287.0778429629629,433.4678082191781
337,12/04/70,120,293.10697218107,433.4678082191781
338,12/05/70,67,298.87002074074076,433.4678082191781
339,12/06/70,210,304.3351045267489,433.4678082191781
340,12/07/70,698,309.4827272427983,433.4678082191781
341,12/08/70,672,314.306741728395,433.4678082191781
342,12/09/70,425,318.8064855967077,433.4678082191781
343,12/10/70,788,322.97870748971184,433.4678082191781
344,12/11/70,413,326.81979127572015,433.4678082191781
345,12/12/70,242,330.3248632098765,433.4678082191781
346,12/13/70,690,333.4816118518518,433.4678082191781
347,12/14/70,328,336.27157465020565,433.4678082191781
348,12/15/70,205,338.6678781893004,433.4678082191781
349,12/16/70,745,340.6426824691359,433.4678082191781
350,12/17/70,654,342.1776052674897,433.4678082191781
351,12/18/70,648,343.26400526748967,433.4678082191781
352,12/19/70,727,343.8950070781893,433.4678082191781
353,12/20/70,435,344.0567097942387,433.4678082191781
354,12/21/70,144,343.73045860082317,433.4678082191781
355,12/22/70,147,342.8938218930042,433.4678082191781
356,12/23/70,584,341.52613399176954,433.4678082191781
357,12/24/70,759,339.6173484773663,433.4678082191781
358,12/25/70,736,337.1693366255144,433.4678082191781
359,12/26/70,679,334.20004477366257,433.4678082191781
360,12/27/70,653,330.7434179423869,433.4678082191781
361,12/28/70,633,326.8451990123457,433.4678082191781
362,12/29/70,258,322.5595601646091,433.4678082191781
363,12/30/70,395,317.94101333333333,433.4678082191781
364,12/31/70,141,313.03852905349794,433.4678082191781
365,01/01/71,104,307.90095144032915,433.4678082191781
366,01/02/71,316,302.5808855967079,433.4678082191781
367,01/03/71,800,297.1421181893004,433.4678082191781
368,01/04/71,116,291.6574156378601,433.4678082191781
369,01/05/71,499,286.2052688065844,433.4678082191781
370,01/06/71,429,280.868095473251,433.4678082191781
371,01/07/71,257,275.72342123456787,433.4678082191781
372,01/08/71,577,270.8393218106996,433.4678082191781
373,01/09/71,194,266.2689422222222,433.4678082191781
374,01/10/71,151,262.05638320987657,433.4678082191781
375,01/11/71,65,258.2383196707819,433.4678082191781
376,01/12/71,798,254.84721777777776,433.4678082191781
377,01/13/71,560,251.9161362962963,433.4678082191781
378,01/14/71,347,249.47904658436215,433.4678082191781
379,01/15/71,296,247.56196740740742,433.4678082191781
380,01/16/71,59,246.1806683127572,433.4678082191781
381,01/17/71,152,245.33603687242802,433.4678082191781
382,01/18/71,147,245.0161777777778,433.4678082191781
383,01/19/71,299,245.1980786831276,433.4678082191781
384,01/20/71,442,245.8456559670782,433.4678082191781
385,01/21/71,264,246.91737152263377,433.4678082191781
386,01/22/71,352,248.37151736625518,433.4678082191781
387,01/23/71,535,250.1679460082305,433.4678082191781
388,01/24/71,319,252.26248164609058,433.4678082191781
389,01/25/71,110,254.610907654321,433.4678082191781
390,01/26/71,285,257.1680144855967,433.4678082191781
391,01/27/71,749,259.8849251028807,433.4678082191781
392,01/28/71,556,262.71147720164606,433.4678082191781
393,01/29/71,411,265.6031670781893,433.4678082191781
394,01/30/71,194,268.5226785185185,433.4678082191781
395,01/31/71,556,271.4412141563786,433.4678082191781
396,02/01/71,558,274.33524543209876,433.4678082191781
397,02/02/71,422,277.1884576131687,433.4678082191781
398,02/03/71,359,279.99419917695474,433.4678082191781
399,02/04/71,399,282.75115588477365,433.4678082191781
400,02/05/71,637,285.45797004115224,433.4678082191781
401,02/06/71,193,288.11493004115226,433.4678082191781
402,02/07/71,166,290.72447604938276,433.4678082191781
403,02/08/71,512,293.2838255144033,433.4678082191781
404,02/09/71,128,295.7857224691358,433.4678082191781
405,02/10/71,86,298.22229991769547,433.4678082191781
406,02/11/71,664,300.5809567078189,433.4678082191781
407,02/12/71,661,302.8415604938272,433.4678082191781
408,02/13/71,215,304.97905251028806,433.4678082191781
409,02/14/71,563,306.96619983539097,433.4678082191781
410,02/15/71,714,308.7772404938271,433.4678082191781
411,02/16/71,529,310.3831769547325,433.4678082191781
412,02/17/71,764,311.753150946502,433.4678082191781
413,02/18/71,183,312.85275127572015,433.4678082191781
414,02/19/71,684,313.65017942386834,433.4678082191781
415,02/20/71,186,314.11497218106996,433.4678082191781
416,02/21/71,588,314.2210594238683,433.4678082191781
417,02/22/71,587,313.9522686419753,433.4678082191781
418,02/23/71,441,313.30176395061727,433.4678082191781
419,02/24/71,338,312.26759111111113,433.4678082191781
420,02/25/71,456,310.8598663374485,433.4678082191781
421,02/26/71,252,309.1015730041152,433.4678082191781
422,02/27/71,681,307.02117925925927,433.4678082191781
423,02/28/71,483,304.6465975308642,433.4678082191781
424,03/01/71,185,302.0056256790123,433.4678082191781
425,03/02/71,78,299.1321823868313,433.4678082191781
426,03/03/71,621,296.06052609053495,433.4678082191781
427,03/04/71,516,292.83268740740743,433.4678082191781
428,03/05/71,281,289.4927486419753,433.4678082191781
429,03/06/71,774,286.0875088065843,433.4678082191781
430,03/07/71,282,282.66261860082307,433.4678082191781
431,03/08/71,506,279.2620088888889,433.4678082191781
432,03/09/71,427,275.928064526749,433.4678082191781
433,03/10/71,315,272.7028464197531,433.4678082191781
434,03/11/71,175,269.6203733333334,433.4678082191781
435,03/12/71,317,266.7062149794239,433.4678082191781
436,03/13/71,85,263.9848954732511,433.4678082191781
437,03/14/71,261,261.4867226337449,433.4678082191781
438,03/15/71,724,259.24122074074074,433.4678082191781
439,03/16/71,414,257.27194469135804,433.4678082191781
440,03/17/71,42,255.60234271604938,433.4678082191781
441,03/18/71,103,254.24792362139917,433.4678082191781
442,03/19/71,796,253.21976757201645,433.4678082191781
443,03/20/71,174,252.52270748971193,433.4678082191781
444,03/21/71,428,252.15952987654316,433.4678082191781
445,03/22/71,325,252.12735078189294,433.4678082191781
446,03/23/71,700,252.41444477366255,433.4678082191781
447,03/24/71,50,253.0045893004115,433.4678082191781
448,03/25/71,96,253.87984855967073,433.4678082191781
449,03/26/71,533,255.02076707818927,433.4678082191781
450,03/27/71,313,256.4032052674897,433.4678082191781
451,03/28/71,82,257.99193547325103,433.4678082191781
452,03/29/71,661,259.7491094650205,433.4678082191781
453,03/30/71,182,261.6352579423868,433.4678082191781
454,03/31/71,622,263.60783539094643,433.4678082191781
455,04/01/71,189,265.62441613168716,433.4678082191781
456,04/02/71,787,267.64241646090534,433.4678082191781
457,04/03/71,204,269.6215888065843,433.4678082191781
458,04/04/71,345,271.52145514403287,433.4678082191781
459,04/05/71,490,273.3069392592593,433.4678082191781
460,04/06/71,350,274.9563351440329,433.4678082191781
461,04/07/71,365,276.4525669135802,433.4678082191781
462,04/08/71,658,277.7863361316873,433.4678082191781
463,04/09/71,49,278.95456526748967,433.4678082191781
464,04/10/71,783,279.95974057613165,433.4678082191781
465,04/11/71,62,280.81620279835386,433.4678082191781
466,04/12/71,525,281.5440013168724,433.4678082191781
467,04/13/71,513,282.1713646090535,433.4678082191781
468,04/14/71,452,282.7325550617284,433.4678082191781
469,04/15/71,621,283.2692398353909,433.4678082191781
470,04/16/71,454,283.82670353909464,433.4678082191781
471,04/17/71,335,284.4520362139918,433.4678082191781
472,04/18/71,157,285.1925162139918,433.4678082191781
473,04/19/71,456,286.08942353909464,433.4678082191781
474,04/20/71,133,287.16863209876544,433.4678082191781
475,04/21/71,119,288.44825283950615,433.4678082191781
476,04/22/71,56,289.933292510288,433.4678082191781
477,04/23/71,785,291.61986238683124,433.4678082191781
478,04/24/71,559,293.4966189300411,433.4678082191781
479,04/25/71,395,295.5398505349794,433.4678082191781
480,04/26/71,641,297.71840395061724,433.4678082191781
481,04/27/71,161,299.991203292181,433.4678082191781
482,04/28/71,549,302.30899621399175,433.4678082191781
483,04/29/71,607,304.6113211522633,433.4678082191781
484,04/30/71,534,306.83355127572014,433.4678082191781
485,05/01/71,118,308.907209218107,433.4678082191781
486,05/02/71,582,310.7635041975309,433.4678082191781
487,05/03/71,581,312.3394317695473,433.4678082191781
488,05/04/71,522,313.5856105349794,433.4678082191781
489,05/05/71,485,314.4656474074074,433.4678082191781
490,05/06/71,292,314.9611127572016,433.4678082191781
491,05/07/71,795,315.06547621399176,433.4678082191781
492,05/08/71,741,314.7836918518518,433.4678082191781
493,05/09/71,171,314.13274732510286,433.4678082191781
494,05/10/71,631,313.13583144032924,433.4678082191781
495,05/11/71,280,311.8239486419753,433.4678082191781
496,05/12/71,189,310.2358149794238,433.4678082191781
497,05/13/71,592,308.4206274897119,433.4678082191781
498,05/14/71,672,306.43177481481484,433.4678082191781
499,05/15/71,225,304.3279051851851,433.4678082191781
500,05/16/71,56,302.1721705349794,433.4678082191781
501,05/17/71,750,300.02710255144024,433.4678082191781
502,05/18/71,479,297.94770567901224,433.4678082191781
503,05/19/71,252,295.977160164609,433.4678082191781
504,05/20/71,31,294.1425013991769,433.4678082191781
505,05/21/71,71,292.46162304526746,433.4678082191781
506,05/22/71,409,290.94286748971183,433.4678082191781
507,05/23/71,572,289.58965728395054,433.4678082191781
508,05/24/71,508,288.40511209876536,433.4678082191781
509,05/25/71,693,287.39062386831273,433.4678082191781
510,05/26/71,648,286.54469662551435,433.4678082191781
511,05/27/71,374,285.86079209876544,433.4678082191781
512,05/28/71,747,285.32870979423865,433.4678082191781
513,05/29/71,146,284.9341721810699,433.4678082191781
514,05/30/71,82,284.65610403292175,433.4678082191781
515,05/31/71,614,284.4696269958847,433.4678082191781
516,06/01/71,141,284.351834074074,433.4678082191781
517,06/02/71,457,284.28368460905347,433.4678082191781
518,06/03/71,552,284.254024691358,433.4678082191781
519,06/04/71,61,284.2517412345679,433.4678082191781
520,06/05/71,401,284.26722765432095,433.4678082191781
521,06/06/71,267,284.28532411522633,433.4678082191781
522,06/07/71,361,284.28529251028806,433.4678082191781
523,06/08/71,309,284.24140510288066,433.4678082191781
524,06/09/71,773,284.1269688888888,433.4678082191781
525,06/10/71,330,283.9156806584362,433.4678082191781
526,06/11/71,793,283.5847651028806,433.4678082191781
527,06/12/71,292,283.11242666666664,433.4678082191781
528,06/13/71,454,282.48194765432095,433.4678082191781
529,06/14/71,401,281.6816474074074,433.4678082191781
530,06/15/71,246,280.7030176131687,433.4678082191781
531,06/16/71,494,279.5426857613169,433.4678082191781
532,06/17/71,503,278.199332345679,433.4678082191781
533,06/18/71,406,276.6816566255144,433.4678082191781
534,06/19/71,32,275.00540312757204,433.4678082191781
535,06/20/71,730,273.1999683950617,433.4678082191781
536,06/21/71,44,271.3041567078189,433.4678082191781
537,06/22/71,640,269.36689119341565,433.4678082191781
538,06/23/71,488,267.44032395061726,433.4678082191781
539,06/24/71,334,265.58005069958847,433.4678082191781
540,06/25/71,118,263.84102584362137,433.4678082191781
541,06/26/71,359,262.2833632921811,433.4678082191781
